chromosome,segment_number,gene_symbol,genomic_position,log2_ratio,segment_state,segment_mean_log2
1,2,OR4F16,685716,0.4273918523457518,gain,0.44270117263001346
1,2,FAM87B,817363,0.43487437572212506,gain,0.44270117263001346
1,2,LINC01128,825138,0.44219164522716786,gain,0.44270117263001346
1,2,FAM41C,868052,0.44933427278831745,gain,0.44270117263001346
1,2,SAMD11,923923,0.45623199120202607,gain,0.44270117263001346
1,2,NOC2L,944203,0.4628331852228452,gain,0.44270117263001346
1,2,KLHL17,960584,0.4690849697381901,gain,0.44270117263001346
1,2,PLEKHN1,966482,0.4749356393424964,gain,0.44270117263001346
1,2,PERM1,975198,0.48032779151097144,gain,0.44270117263001346
1,2,HES4,998962,0.4852214955935204,gain,0.44270117263001346
1,2,ISG15,1001138,0.4895654706302562,gain,0.44270117263001346
1,2,AGRN,1020120,0.49332437939399176,gain,0.44270117263001346
1,2,RNF223,1070967,0.4964287539051342,gain,0.44270117263001346
1,2,C1orf159,1081818,0.49884892849368434,gain,0.44270117263001346
1,2,LINC01342,1137017,0.5005452317456747,gain,0.44270117263001346
1,2,MIR200B,1167104,0.5014711025592055,gain,0.44270117263001346
1,2,MIR200A,1167863,0.5015937402132258,gain,0.44270117263001346
1,2,MIR429,1169005,0.5009623743562871,gain,0.44270117263001346
1,2,TTLL10,1173880,0.4994621505858076,gain,0.44270117263001346
1,2,TNFRSF18,1203508,0.49716524847965343,gain,0.44270117263001346
1,2,TNFRSF4,1211326,0.49404016449334626,gain,0.44270117263001346
1,2,SDF4,1216931,0.4900938923577138,gain,0.44270117263001346
1,2,B3GALT6,1232237,0.4853411868736431,gain,0.44270117263001346
1,2,C1QTNF12,1242446,0.4798047819012533,gain,0.44270117263001346
1,2,UBE2J2,1253909,0.47351529452825364,gain,0.44270117263001346
1,2,SCNN1D,1280436,0.4665109609847512,gain,0.44270117263001346
1,2,ACAP3,1292390,0.4588384454213697,gain,0.44270117263001346
1,2,MIR6726,1296110,0.4505274699055786,gain,0.44270117263001346
1,2,PUSL1,1308597,0.44167246775534497,gain,0.44270117263001346
1,2,INTS11,1311585,0.4320748809596593,gain,0.44270117263001346
1,2,MIR6727,1312502,0.4222395673426706,gain,0.44270117263001346
1,2,CPTP,1324756,0.4120298247872972,gain,0.44270117263001346
1,2,TAS1R3,1331280,0.4015199845964789,gain,0.44270117263001346
1,2,DVL1,1335276,0.39077792360863495,gain,0.44270117263001346
1,2,MIR6808,1339650,0.37987953924560797,gain,0.44270117263001346
1,2,MXRA8,1352689,0.3688608894197917,gain,0.44270117263001346
1,2,AURKAIP1,1373730,0.35781354081149086,gain,0.44270117263001346
1,2,CCNL2,1385711,0.3467979097618503,gain,0.44270117263001346
1,2,MRPL20,1401909,0.33586731279051407,gain,0.44270117263001346
1,2,ANKRD65,1418420,0.3250646521619606,gain,0.44270117263001346
1,2,LINC01770,1429194,0.31440968572231603,gain,0.44270117263001346
1,2,VWA1,1434861,0.3039742759747065,gain,0.44270117263001346
1,4,AKR7A3,19282573,0.3000088892128196,gain,0.30373997398776786
1,4,AKR7A2,19301991,0.3014189039093869,gain,0.30373997398776786
1,4,CAPZB,19338775,0.30234134473956287,gain,0.30373997398776786
1,4,NBL1,19596979,0.30342944156456114,gain,0.30373997398776786
1,4,HTR6,19664875,0.30435352533411814,gain,0.30373997398776786
1,4,TMCO4,19682240,0.3050797722188448,gain,0.30373997398776786
1,4,RNF186,19814029,0.30556775788821555,gain,0.30373997398776786
1,4,OTUD3,19882395,0.3058289066288702,gain,0.30373997398776786
1,4,PLA2G2E,19920009,0.30582295095295736,gain,0.30373997398776786
1,4,PLA2G2A,19975431,0.3055389334194697,gain,0.30373997398776786
1,4,PLA2G5,20028179,0.30494601258934084,gain,0.30373997398776786
1,4,PLA2G2D,20111939,0.30404013339938013,gain,0.30373997398776786
1,4,PLA2G2F,20139323,0.3027868976345166,gain,0.30373997398776786
1,4,PLA2G2C,20161253,0.3011961663367063,gain,0.30373997398776786
1,6,RLF,40161387,0.3108969262644187,gain,0.39079018473309834
1,6,TMCO2,40245947,0.32463446280703523,gain,0.39079018473309834
1,6,ZMPSTE24,40258041,0.33787685309820403,gain,0.39079018473309834
1,6,COL9A2,40300489,0.35050277392078943,gain,0.39079018473309834
1,6,SMAP2,40344850,0.3624028284672824,gain,0.39079018473309834
1,6,ZFP69B,40450102,0.373499897064095,gain,0.39079018473309834
1,6,ZFP69,40477290,0.38370732102888483,gain,0.39079018473309834
1,6,EXO5,40508741,0.39296575014112634,gain,0.39079018473309834
1,6,ZNF684,40531573,0.4012337330825296,gain,0.39079018473309834
1,6,RIMS3,40620680,0.40849211343843517,gain,0.39079018473309834
1,6,NFYC-AS1,40669089,0.414413549987621,gain,0.39079018473309834
1,6,NFYC,40691648,0.41956793709224094,gain,0.39079018473309834
1,6,MIR30E,40754355,0.42373282135612633,gain,0.39079018473309834
1,6,MIR30C1,40757284,0.4269697085883805,gain,0.39079018473309834
1,6,KCNQ4,40783787,0.4293387182096151,gain,0.39079018473309834
1,6,CITED4,40861054,0.43090177540368846,gain,0.39079018473309834
1,6,CTPS1,40979300,0.4317436340476424,gain,0.39079018473309834
1,6,SLFNL1-AS1,41014590,0.4319449849034262,gain,0.39079018473309834
1,6,SLFNL1,41015589,0.43158306716502337,gain,0.39079018473309834
1,6,SCMH1,41027202,0.4307267636914542,gain,0.39079018473309834
1,6,FOXO6,41361922,0.42944449410746277,gain,0.39079018473309834
1,6,EDN2,41478775,0.42779503965073873,gain,0.39079018473309834
1,6,HIVEP3,41506365,0.4258245492812543,gain,0.39079018473309834
1,6,GUCA2B,42153410,0.4235719764067072,gain,0.39079018473309834
1,6,GUCA2A,42162690,0.42106343035953814,gain,0.39079018473309834
1,6,FOXJ3,42176539,0.41830691848157275,gain,0.39079018473309834
1,6,RIMKLA,42380792,0.4153124279028682,gain,0.39079018473309834
1,6,ZMYND12,42430329,0.41206615280351805,gain,0.39079018473309834
1,6,PPCS,42456117,0.4085344331794102,gain,0.39079018473309834
1,6,CCDC30,42463221,0.40471664614574426,gain,0.39079018473309834
1,6,PPIH,42658335,0.40055312465056425,gain,0.39079018473309834
1,6,YBX1,42682418,0.39602546643240605,gain,0.39079018473309834
1,6,CLDN19,42733093,0.39107389365370926,gain,0.39079018473309834
1,6,P3H1,42746335,0.3856447453982729,gain,0.39079018473309834
1,6,C1orf50,42767245,0.3796828121795016,gain,0.39079018473309834
1,6,TMEM269,42784991,0.3731490605064452,gain,0.39079018473309834
1,6,SVBP,42807052,0.3659912031896097,gain,0.39079018473309834
1,6,ERMAP,42817122,0.3581665587790384,gain,0.39079018473309834
1,6,ZNF691,42846573,0.34967050830381746,gain,0.39079018473309834
1,6,SLC2A1,42925353,0.3404834285365113,gain,0.39079018473309834
1,6,EBNA1BP2,43164175,0.3306217844537073,gain,0.39079018473309834
1,6,MIR6733,43171652,0.3201166200708772,gain,0.39079018473309834
1,6,CFAP57,43172330,0.30902704929193314,gain,0.39079018473309834
1,10,LCE2C,152675279,0.3094671644260807,gain,0.3296535577028475
1,10,LCE2B,152686123,0.32170717382112,gain,0.3296535577028475
1,10,LCE2A,152698345,0.33184472034829476,gain,0.3296535577028475
1,10,LCE4A,152708160,0.33916786088115236,gain,0.3296535577028475
1,10,KPRP,152758025,0.3438268327858147,gain,0.3296535577028475
1,10,LCE1F,152775140,0.3457258673820339,gain,0.3296535577028475
1,10,LCE1E,152786214,0.34500071156945394,gain,0.3296535577028475
1,10,LCE1D,152796721,0.3419453917924942,gain,0.3296535577028475
1,10,LCE1C,152804832,0.33692515998847156,gain,0.3296535577028475
1,10,LCE1B,152811971,0.33016677551949986,gain,0.3296535577028475
1,10,LCE1A,152827473,0.32224526612491494,gain,0.3296535577028475
1,10,LCE6A,152842856,0.31343339024993405,gain,0.3296535577028475
